,Provider Name,Procedures,Provider State,Region,Count_of_services,Charges,Payment,Cluster_23
1601,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,75,1,1,12201,876516.0436624999,438774.88008279004,6
1602,MEMORIAL HOSPITAL AND MANOR,24,1,1,969,223046.1723287,92070.50133802,1
1603,MEMORIAL HOSPITAL AT EASTON,85,1,1,4771,1018336.4013239997,958378.6327140003,15
1604,MEMORIAL HOSPITAL AT GULFPORT,110,1,1,57189,5351510.664442132,914606.4079960696,16
1605,MEMORIAL HOSPITAL CENTRAL,116,1,1,21662,3435509.8788190014,890350.6067755005,11
1606,MEMORIAL HOSPITAL JACKSONVILLE,112,1,1,8480,6734189.117195499,825716.0849922601,5
1607,MEMORIAL HOSPITAL LOS BANOS,14,1,1,551,445683.82334400003,206129.6576394,1
1608,MEMORIAL HOSPITAL MIRAMAR,33,1,1,1564,1178757.3167097,208537.08725703997,20
1609,MEMORIAL HOSPITAL OF ADEL INC,16,1,1,448,91291.92677149999,43673.80544589,12
1610,MEMORIAL HOSPITAL OF CARBONDALE,88,1,1,7275,2073069.6723413991,716965.3790799701,15
1611,MEMORIAL HOSPITAL OF GARDENA,41,1,1,1458,1541293.8676627001,480584.4195342999,6
1612,MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY,84,1,1,6838,1807544.2731884997,543308.6900545403,15
1613,MEMORIAL HOSPITAL OF RHODE ISLAND,69,1,1,12712,1278930.8869936198,571899.9144342602,6
1614,MEMORIAL HOSPITAL OF SALEM COUNTY,69,1,1,3426,2123123.9000355992,375281.40120868006,6
1615,MEMORIAL HOSPITAL OF SOUTH BEND,105,1,1,10791,3115168.3980310005,875396.9791384799,2
1616,MEMORIAL HOSPITAL OF STILWELL,26,1,1,796,158522.86220600005,115027.36611920003,1
1617,MEMORIAL HOSPITAL OF TAMPA,55,1,1,4116,1397434.1331112,256722.82128845996,20
1618,MEMORIAL HOSPITAL OF TEXAS COUNTY,9,1,1,305,48101.5491075,21927.277571,12
1619,MEMORIAL HOSPITAL OF UNION COUNTY,21,1,1,4757,180051.43880050004,79122.37230756998,1
1620,MEMORIAL HOSPITAL PEMBROKE,50,1,1,4086,1898953.8457375006,324224.2707661,6
1621,MEMORIAL HOSPITAL SWEETWATER COUNTY,17,1,1,741,157732.9196812,83799.36145335001,12
1622,MEMORIAL HOSPITAL WEST,91,1,1,9796,4504276.209236899,736095.3977079303,2
1623,MEMORIAL HOSPITAL YORK,62,1,1,3336,987595.6278050997,448026.56156533,6
1624,"MEMORIAL HOSPITAL, INC  TOWANDA",22,1,1,925,219135.68567009995,97185.78732429998,1
1625,MEMORIAL MEDICAL CENTER,121,1,1,15751,3211810.692549901,988164.2012061501,11
1626,MEMORIAL MEDICAL CENTER INC,87,1,1,11261,2690266.942087301,736772.5352281102,2
1627,MEMORIAL MEDICAL CENTER LIVINGSTON,31,1,1,1451,894774.3797530001,123864.27796809,1
1628,MEMORIAL MEDICAL CENTER OF WEST MICHIGAN,37,1,1,3683,513846.3009061,198318.30379243998,1
1629,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,124,1,1,34281,2443754.941771099,984475.6396840102,11
1630,MEMORIAL REGIONAL HOSPITAL,111,1,1,12810,5628274.000519999,1097312.2867087093,5
1631,MENA REGIONAL HEALTH SYSTEM,25,1,1,1465,173460.2665645,90631.8855656,1
1632,MENIFEE VALLEY MEDICAL CENTER,34,1,1,933,906839.4554811001,219339.259957,1
1633,MENORAH MEDICAL CENTER,72,1,1,6522,2380463.7464079903,435616.65011566976,15
1634,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,29,1,1,2578,220785.84272196,94293.11129852003,1
1635,MERCY FITZGERALD HOSPITAL,98,1,1,7105,4964285.0247931015,934381.1155281897,13
1636,MERCY FRANCISCAN HOSPITAL - MT AIRY,70,1,1,6872,1076658.5274909998,397304.4547699699,6
1637,MERCY FRANCISCAN HOSPITAL WESTERN HILLS,64,1,1,4525,1080318.9829446,355503.0298489901,6
1638,MERCY GENERAL HOSPITAL,88,1,1,5398,5935907.078161389,1140951.49719884,13
1639,MERCY GILBERT MEDICAL CENTER,78,1,1,4056,4006632.5441468996,685789.4903429602,2
1640,MERCY HEALTH CENTER,26,1,1,1802,509306.63964760007,117412.75132976001,1
1641,"MERCY HEALTH CENTER, INC",90,1,1,8234,2194119.7080278,616307.86094884,15
1642,"MERCY HEALTH PARTNERS, HACKLEY CAMPUS",57,1,1,4678,610349.2408265998,335633.43689488014,20
1643,"MERCY HEALTH PARTNERS, MERCY CAMPUS",91,1,1,8765,1502804.7503896002,765662.5254578099,15
1644,MERCY HLTH SYS CORP,91,1,1,8153,2135445.6050428594,651607.8248854398,15
1645,MERCY HOSPITAL,127,6,6,71605,11234232.982118974,3195746.6745395157,4
1646,MERCY HOSPITAL - CADILLAC,63,1,1,3745,789915.4010428002,353682.07349848,6
1647,MERCY HOSPITAL - GRAYLING,54,1,1,4319,554596.63591017,264448.59514577,20
1648,MERCY HOSPITAL AND MEDICAL CENTER,102,1,1,18950,1994914.5969311008,1059858.382624,11
1649,MERCY HOSPITAL ANDERSON,86,1,1,8415,1682224.2752626005,600078.86229644,15
1650,MERCY HOSPITAL CLERMONT,65,1,1,4646,910569.7186708999,372043.98110856,6
1651,MERCY HOSPITAL EL RENO,11,1,1,445,94857.7310764,23964.535789,12
1652,MERCY HOSPITAL FAIRFIELD,95,1,1,12940,2196775.1956223994,709207.12314647,2
1653,MERCY HOSPITAL INC,80,1,1,6692,2898844.5160832005,608073.3494513199,15
1654,MERCY HOSPITAL OF DEFIANCE,22,1,1,701,264295.6633585,94241.84782859999,1
1655,MERCY HOSPITAL OF FOLSOM,43,1,1,1572,1927287.9379010007,356241.5241698999,6
1656,MERCY HOSPITAL OF KANSAS INDEPENDENCE,22,1,1,969,356138.29730990005,103733.07533348998,1
1657,MERCY HOSPITAL ST LOUIS,123,1,1,19291,3953352.739872599,958870.9565059902,11
1658,MERCY HOSPITAL WASHINGTON,49,1,1,3198,951167.2615329,242229.55936813005,20
1659,MERCY MED CTR OF OSHKOSH,45,1,1,3768,366549.6138099,185660.94123923994,20
1660,MERCY MEDICAL CENTER,119,5,5,48046,11352709.866293663,3519838.2878484926,4
1661,MERCY MEDICAL CENTER - CEDAR RAPIDS,104,1,1,14094,1957126.6908166707,601728.48533136,2
1662,MERCY MEDICAL CENTER INC,67,1,1,2591,885820.8134729998,832243.4960190003,15
1663,MERCY MEDICAL CENTER REDDING,102,1,1,11742,4965629.341618368,1093003.3711302201,13
1664,MERCY MEDICAL CENTER-CLINTON,71,1,1,2808,1335002.9830920994,480680.83046493,6
1665,MERCY MEDICAL CENTER-DES MOINES,122,1,1,28137,3173005.0226027,955770.6089304306,11
1666,MERCY MEDICAL CENTER-DUBUQUE,76,1,1,4199,1356158.8841028002,454809.4029503598,6
1667,MERCY MEDICAL CENTER-NORTH IOWA,109,1,1,37824,2067267.7223461503,758850.3100647802,19
1668,MERCY MEDICAL CENTER-SIOUX CITY,95,1,1,14305,2067556.6372170504,644067.9050979699,15
1669,MERCY MEMORIAL HEALTH CENTER,87,1,1,7318,2030988.8002415004,633452.5479123899,15
1670,MERCY MEMORIAL HOSPITAL SYSTEM,81,1,1,5570,1314982.1497767,512095.88577251986,15
1671,MERCY REGIONAL HEALTH CENTER,67,1,1,4628,1096069.0840405002,343214.81864333013,6
1672,MERCY REGIONAL MEDICAL CENTER,114,3,3,24804,4457141.730348297,1495828.1377540797,7
1673,MERCY SAN JUAN MEDICAL CENTER,101,1,1,8256,5527112.6661495,1094581.7269209798,13
1674,MERCY ST ANNE HOSPITAL,51,1,1,4046,1519424.3255042003,253360.55846586,20
1675,MERCY ST CHARLES HOSPITAL,75,1,1,11127,2265763.5724118,523063.67978997,15
1676,MERCY ST VINCENT MEDICAL CENTER,107,1,1,19820,3924776.01564489,1069609.5253202002,11
1677,MERCY SUBURBAN HOSPITAL,62,1,1,2960,2459358.0642016004,524834.44789032,15
1678,MERCY TIFFIN HOSPITAL,38,1,1,5608,319875.92342724995,132210.47485189998,1
1679,MERITER HSPTL,108,1,1,20173,3418134.7647522003,991396.4812413997,11
1680,MERITUS MEDICAL CENTER,91,1,1,5106,1151732.1255460002,1086841.8021250004,2
1681,MERRIMACK VALLEY HOSPITAL,64,1,1,3800,648938.2013427003,342204.7524378299,20
1682,METHODIST AMBULATORY SURGERY HOSPITAL NW,4,1,1,480,146783.208441,37437.3064624,12
1683,METHODIST CHARLTON MEDICAL CENTER,92,1,1,7024,2557989.7396557997,727105.12332671,2
1684,METHODIST DALLAS MEDICAL CENTER,101,1,1,8398,3248835.020298099,1083231.52601749,13
1685,METHODIST HEALTHCARE FAYETTE HOSPITAL,10,1,1,278,103006.5801477,23358.929568,12
1686,METHODIST HEALTHCARE MEMPHIS HOSPITALS,122,1,1,35682,3907001.910290898,1175137.1005614803,16
1687,METHODIST HOSPITAL,118,2,2,42311,5899292.3942099,1383615.8001526603,0
1688,METHODIST HOSPITAL FOR SURGERY,4,1,1,219,104364.16150999999,50681.876410000004,12
1689,METHODIST HOSPITAL OF CHICAGO,36,1,1,6003,425826.9081613601,185010.59335214,1
1690,METHODIST HOSPITAL OF SACRAMENTO,56,1,1,2967,3010117.8815433993,663383.3521706997,15
1691,METHODIST HOSPITAL OF SOUTHERN CA,104,1,1,6888,5315382.4278338,1064036.6564978906,13
1692,"METHODIST HOSPITAL,THE",121,1,1,22695,5877146.864970296,1111872.39818681,5
1693,METHODIST HOSPITALS INC,112,1,1,10711,2849860.2833437994,988351.0097116501,13
1694,METHODIST MANSFIELD MEDICAL CENTER,44,1,1,1576,1134497.1508416997,259009.20544829994,20
1695,METHODIST MCKINNEY HOSPITAL,1,1,1,55,32115.509089999996,11180.81818,12
1696,METHODIST MEDICAL CENTER OF ILLINOIS,113,1,1,20172,3656741.4375024904,946973.54698014,11
1697,METHODIST MEDICAL CENTER OF OAK RIDGE,91,1,1,6943,2084095.6496601,648973.42733501,15
1698,METHODIST RICHARDSON MEDICAL CENTER,49,1,1,2101,1588808.2973944999,449294.4357341999,6
1699,METHODIST STONE OAK HOSPITAL,61,1,1,1904,2344220.2846160005,474283.2014388001,6
1700,METHODIST SUGAR LAND HOSPITAL,90,1,1,6704,3740013.2837173003,691936.5827681501,2
1701,METHODIST WEST HOUSTON HOSPITAL,1,1,1,14,22316.35714,4277.571429,12
1702,METHODIST WILLOWBROOK HOSPITAL,90,1,1,4078,3963666.5859615,669923.6136477803,2
1703,METRO HEALTH HOSPITAL,86,1,1,9949,1424975.165421261,723821.3930036498,15
1704,METRO HEALTH MEDICAL CENTER,110,1,1,110771,2010684.3296680993,1158099.9997562193,3
1705,METRO NASHVILLE GENERAL HOSPITAL,22,1,1,3663,164676.96598227005,81202.72006192002,1
1706,METROPLEX HOSPITAL,72,1,1,6761,1430025.430488999,406053.80191104,6
1707,METROPOLITAN HOSPITAL CENTER,22,1,1,447,245305.157133,263308.379198,1
1708,METROPOLITAN HOSPITAL OF MIAMI,51,1,1,2447,1296697.9546918,374405.84910500003,6
1709,METROSOUTH MEDICAL CENTER,87,1,1,5304,2410726.5066980994,744969.9400407999,2
1710,METROWEST MEDICAL CENTER,107,1,1,12805,1578590.0872016004,877681.7305727398,2
1711,MIAMI COUNTY MEDICAL CENTER,13,1,1,1383,61783.97478619998,26500.117420649993,12
1712,MIAMI VALLEY HOSPITAL,116,1,1,17739,4793077.915489897,1017207.8717889003,13
1713,MID COAST HOSPITAL,57,1,1,5305,667786.29034374,282439.7747870101,20
1714,MID-COLUMBIA MEDICAL CENTER,26,1,1,3498,259888.4371218,137712.63613636,1
1715,MIDDLE TENNESSEE MEDICAL CENTER INC,105,1,1,8205,2459277.493115,744370.0714187494,2
1716,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,39,1,1,1694,491528.48198950005,172674.30183252005,1
1717,MIDDLESEX HOSPITAL,98,1,1,17665,3032866.781756611,806324.9624257298,2
1718,MIDLAND MEMORIAL HOSPITAL,100,1,1,8176,2255091.9569479995,737332.1947959303,2
1719,MIDMICHIGAN MEDICAL CENTER-CLARE,36,1,1,4257,330399.07924038,155254.17600779003,1
1720,MIDMICHIGAN MEDICAL CENTER-GRATIOT,63,1,1,3456,617636.6644495802,400576.9526034499,6
1721,MIDMICHIGAN MEDICAL CENTER-MIDLAND,101,1,1,18708,1780487.7833143205,766521.2316591499,2
1722,MIDSTATE MEDICAL CENTER,95,1,1,7500,1850565.6622502997,763743.8433965396,2
1723,"MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL, LLC",3,1,1,766,43839.193294000004,12406.9639607,12
1724,MIDWEST REGIONAL MEDICAL CENTER,111,1,1,9715,5614923.135800803,765722.6971066705,13
1725,MIDWEST SURGICAL HOSPITAL LLC,6,1,1,1040,191385.51616700002,52161.6311377,12
1726,MIDWESTERN REGION MED CENTER,9,1,1,2077,86641.50152680001,27702.78283931,12
1727,MILAN GENERAL HOSPITAL,4,1,1,166,7043.7820436,4425.8481797,12
1728,"MILE BLUFF MEDICAL CENTER, INC",28,1,1,1959,271963.7838844901,95451.70543786002,1
1729,MILES MEMORIAL HOSPITAL (LINCOLN COUNTY HEALTHCARE,34,1,1,2036,492307.70911179995,245721.91946222997,1
1730,"MILFORD HOSPITAL, INC",42,1,1,1762,834745.2571816001,310323.26550647005,20
1731,MILFORD REGIONAL MEDICAL CENTER,87,1,1,6469,1213863.7165958998,572697.3201159001,15
1732,MILLCREEK COMMUNITY HOSPITAL,27,1,1,733,275729.18165165995,131074.72743650002,1
1733,MILTON HOSPITAL INC,60,1,1,3513,764611.2722027601,387352.6110754001,6
1734,MILTON S HERSHEY MEDICAL CENTER,114,1,1,112115,3316077.2589848693,1358161.96100999,9
1735,MIMBRES MEMORIAL HOSPITAL,25,1,1,961,473696.83509409986,115023.11146087998,1
1736,MINDEN MEDICAL CENTER,54,1,1,2396,1051566.5829740996,397092.4835920799,6
1737,MINERAL AREA REGIONAL MEDICAL CENTER,42,1,1,1924,721549.5390511999,198847.94481891,20
1738,MINERS MEDICAL CENTER,16,1,1,703,120785.6272464,54904.879520200004,12
1739,MINISTRY SAINT JOSEPH'S HOSPITAL,89,1,1,3940,2319495.2633736,943629.183297,2
1740,MINISTRY ST MARYS HOSPITAL,47,1,1,15127,628339.9703757402,233156.12910199008,20
1741,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,53,1,1,8144,456551.7257542901,216312.81390885002,20
1742,MIRIAM HOSPITAL,106,1,1,8151,3410556.3905673306,981876.8214075692,13
1743,MISSION COMMUNITY HOSPITAL - PANORAMA,45,1,1,2407,1134452.4000838997,528188.782377,6
1744,MISSION HOSPITAL REGIONAL MED CENTER,106,1,1,7444,5492649.760315802,888012.9150346299,13
1745,MISSION REGIONAL MEDICAL CENTER,77,1,1,4445,2262639.8285189997,759316.9680699804,15
1746,MISSISSIPPI BAPTIST MEDICAL CENTER,115,1,1,14693,3103695.5964607,809435.01123107,11
1747,MISSOURI BAPTIST HOSPITAL SULLIVAN,36,1,1,2101,256717.41609859993,142108.94191893,1
1748,MISSOURI BAPTIST MEDICAL CENTER,110,1,1,13525,2289512.0368929,791896.6496938297,2
1749,MISSOURI DELTA MEDICAL CENTER,55,1,1,2748,1470649.5402504,380576.5422202,6
1750,MISSOURI SOUTHERN HEALTHCARE,25,1,1,1431,212878.4696365,95084.64227089999,1
1751,MIZELL MEMORIAL HOSPITAL,30,1,1,1219,274021.24997808,108949.32388165002,1
1752,MOBERLY REGIONAL MEDICAL CENTER,39,1,1,2771,967053.9545794999,214699.04944483,20
1753,MOBILE INFIRMARY,118,1,1,15543,2659130.304267801,794969.9650278399,11
1754,MONMOUTH MEDICAL CENTER,101,1,1,11102,5842894.944798498,949526.3208622598,13
1755,MONONGAHELA VALLEY HOSPITAL,68,1,1,3886,894128.4706751098,299523.2550095699,6
1756,MONONGALIA COUNTY GENERAL HOSPITAL,89,1,1,5623,1509705.8153608998,527323.6081824,15
1757,MONROE COUNTY HOSPITAL,28,1,1,1627,251848.42175370004,106152.59453996002,1
1758,MONROE COUNTY MEDICAL CENTER,32,1,1,1522,247687.72004390002,163821.44229762003,1
1759,MONROE HOSPITAL,20,1,1,1642,387713.09152101004,101685.31205137998,1
1760,MONROE SURGICAL HOSPITAL,7,1,1,886,62077.79274699999,16142.9751244,12
1761,MONTCLAIR HOSPITAL MEDICAL CENTER,25,1,1,613,689017.3549522001,269803.232082,1
1762,MONTEFIORE MEDICAL CENTER,124,1,1,87374,5603274.725786601,1805711.8639946696,22
1763,MONTEREY PARK HOSPITAL,27,1,1,1070,1713735.8829479995,232278.629861,20
1764,MONTFORT JONES MEMORIAL HOSPITAL,28,1,1,904,211179.0618912,107594.20619481,1
1765,MONTGOMERY GENERAL HOSPITAL INC,80,1,1,3590,842853.5828520003,794042.6836999999,15
1766,MONTGOMERY HOSPITAL,56,1,1,3022,2664722.516315201,369198.65570849006,6
1767,MONTROSE MEMORIAL HOSPITAL,43,1,1,4318,468631.1244757001,207037.26984445003,20
1768,MOORE COUNTY HOSPITAL DISTRICT,11,1,1,286,121432.9628074,55476.485068539994,12
1769,MOREHEAD MEMORIAL HOSPITAL,75,1,1,6287,860675.8924375002,402182.21523293003,6
1770,MOREHOUSE GENERAL HOSPITAL,33,1,1,2645,247735.60275798998,145214.23543971,1
1771,MORRIS HOSPITAL & HEALTHCARE CENTERS,69,1,1,8514,1592245.08578671,438145.87449083,6
1772,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,74,1,1,3153,1221049.4857725003,433113.72708928,6
1773,MORRISTOWN MEMORIAL HOSPITAL,121,1,1,32162,4948520.098319797,1172700.3621038096,16
1774,MORTON COUNTY HOSPITAL,16,1,1,477,71607.43359197,67112.22289204001,12
1775,MORTON HOSPITAL,89,1,1,8979,733388.9218773005,564671.8196749401,15
1776,MORTON PLANT HOSPITAL,117,1,1,13417,3321175.0023202305,781149.61609958,13
1777,MORTON PLANT NORTH BAY HOSPITAL,63,1,1,2219,1622131.2123187,323099.1290662,6
1778,"MOSES H CONE MEMORIAL HOSPITAL, THE",122,1,1,29617,2052665.2142800011,987844.6174434497,11
1779,MOSES TAYLOR HOSPITAL,79,1,1,6439,2098368.1399923,529379.93630747,15
1780,MOTHER FRANCES HOSPITAL,123,1,1,147523,4769480.491360319,821742.0076889701,9
1781,MOUNT AUBURN HOSPITAL,74,1,1,2782,1260025.6117779997,733001.9561210001,15
1782,MOUNT CARMEL HEALTH,120,1,1,25613,2296805.3705487307,963545.5350962204,11
1783,MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,8,1,1,1429,138110.0166711,57182.36595390001,12
1784,MOUNT CARMEL ST ANN'S HOSPITAL,95,1,1,8728,1669712.0416319703,721517.23273853,15
1785,MOUNT CLEMENS REGIONAL MEDICAL CENTER,104,1,1,7218,2154489.8739018003,904062.9095950106,2
1786,MOUNT NITTANY MEDICAL CENTER,91,1,1,7363,1925577.9281912998,494130.94388179976,15
1787,MOUNT PLEASANT HOSPITAL,3,1,1,45,68581.21667,15831.927777,12
1788,MOUNT SINAI HOSPITAL,120,1,1,47855,3630443.752026099,1763230.6896284006,16
1789,MOUNT SINAI MEDICAL CENTER,111,1,1,16382,5646275.376492203,1087778.21874685,5
1790,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,63,1,1,13059,464285.6162624901,287567.61703087,20
1791,MOUNT VERNON HOSPITAL,41,1,1,3707,550785.3422212,305384.28632571996,20
1792,MOUNTAIN VIEW HOSPITAL,32,2,2,8429,357980.57647491,126536.69813555006,17
1793,MOUNTAIN VIEW REGIONAL HOSPITAL,8,1,1,790,255293.483634,59697.0955295,12
1794,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,90,2,2,7459,2936705.0400397996,787975.4735205,10
1795,"MOUNTAIN VISTA MEDICAL CENTER, LP",74,1,1,3003,3767500.4370973995,751840.33908081,2
1796,MOUNTAIN WEST MEDICAL CENTER,23,1,1,693,294775.7154659,109539.36076815998,1
1797,MOUNTAINSIDE HOSPITAL,97,1,1,11251,4313971.9166384,949930.6456613098,13
1798,MOUNTAINVIEW HOSPITAL,107,1,1,5866,7189791.221187099,993797.4103454005,5
1799,MT EDGECUMBE HOSPITAL,1,1,1,18,10425.555559999999,7487.0,12
1800,MT GRAHAM REGIONAL MEDICAL CENTER,19,1,1,968,286676.86354950006,133531.13520069997,1
1801,MT SINAI HOSPITAL MEDICAL CENTER,78,1,1,4605,2238081.6034376007,857848.5461175398,15
1802,MUHLENBERG COMMUNITY HOSPITAL,36,1,1,1762,339464.5968143,131531.53794565998,1
1803,MULTICARE GOOD SAMARITAN HOSPITAL,91,1,1,16260,4252176.73933224,863448.2370299901,13
1804,MUNROE REGIONAL MEDICAL CENTER,111,1,1,9233,3557862.286537099,797099.6414197696,13
1805,MUNSON MEDICAL CENTER,119,1,1,29686,2609536.04139062,993921.8211870899,11
1806,MURPHY MEDICAL CENTER INC,39,1,1,2292,421493.3178792,195812.40436155006,1
1807,MURRAY MEDICAL CENTER,17,1,1,706,178275.29814669004,66000.14255755999,12
1808,MURRAY-CALLOWAY COUNTY HOSPITAL,65,1,1,3149,1016099.2692305999,333253.53318540007,6
1809,MUSC MEDICAL CENTER,112,1,1,35705,2796039.9255422605,1298769.2801775902,16
1810,MUSKOGEE COMMUNITY HOSPITAL,31,1,1,3170,422892.0032205999,227624.60743506002,1
1811,MUSKOGEE REGIONAL MEDICAL CENTER,86,1,1,5362,1569370.2987725004,515922.2440254,15
1812,NACOGDOCHES MEDICAL CENTER,62,1,1,2811,2247678.8113113,335042.6266642201,6
1813,NANTICOKE MEMORIAL HOSPITAL,71,1,1,7577,1068862.3586659099,555371.14980377,6
1814,NANTUCKET COTTAGE HOSPITAL,12,1,1,735,22353.393328129998,7403.45762808,12
1815,NAPLES COMMUNITY HOSPITAL,121,1,1,23743,3463702.2244502,872335.2645470197,11
1816,NASH GENERAL HOSPITAL,109,1,1,11550,2020502.0977041007,888563.75115082,2
1817,NASHOBA VALLEY MEDICAL CENTER,35,1,1,3667,335851.65360450005,139445.89045232,1
1818,NASON HOSPITAL,23,1,1,997,86766.57756730002,56297.78180884,12
1819,NASSAU UNIVERSITY MEDICAL CENTER,78,1,1,14346,1497947.2641738004,941084.85748703,15
1820,NATCHEZ COMMUNITY HOSPITAL/SWING BED,52,1,1,3348,1681137.9744351,227564.80944401995,20
1821,NATCHEZ REGIONAL MEDICAL CENTER,34,1,1,1879,1044042.7337052999,156377.01362279,1
1822,NATCHITOCHES REGIONAL MEDICAL CENTER,36,1,1,1628,404502.86547129997,178430.33096471,1
1823,NATHAN LITTAUER HOSPITAL,45,1,1,15584,667840.5937967396,215355.75491114,20
1824,NATIONAL PARK MEDICAL CENTER,72,1,1,3106,3959923.1767552,552150.1398120102,15
1825,NATIVIDAD MEDICAL CENTER,24,1,1,7756,935675.39950257,175228.45398008998,1
1826,NAVARRO REGIONAL HOSPITAL,56,1,1,2577,1246837.8025621,288051.90766274004,20
1827,NAZARETH HOSPITAL,84,1,1,5424,3097672.3263964006,569755.51574808,15
1828,NEA BAPTIST MEMORIAL HOSPITAL,84,1,1,4456,2136927.1304440796,623458.7355475196,15
1829,NEBRASKA HEART HOSPITAL,28,1,1,5842,376899.2496012001,190657.83231586,1
1830,NEBRASKA ORTHOPAEDIC HOSPITAL,7,1,1,1206,91227.84950629999,34786.29381754,12
1831,"NEBRASKA SPINE HOSPITAL, LLC",3,1,1,166,187774.8725,42363.61284,12
1832,NESHOBA COUNTY GENERAL HOSPITAL,19,1,1,833,130561.19686193002,72517.24565689998,12
1833,NEVADA REGIONAL MEDICAL CENTER,25,1,1,3933,161632.89148613,79743.49672041002,1
1834,NEW ENGLAND BAPTIST HOSPITAL,23,1,1,12761,241603.33907923,120823.88130644,1
1835,NEW HANOVER REGIONAL MEDICAL CENTER,121,1,1,29153,2501562.796502999,1019821.4224567898,11
1836,NEW MILFORD HOSPITAL,41,1,1,5548,808196.93841973,257167.41975441,20
1837,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",69,1,1,3192,1333315.5262939995,864961.555735,15
1838,NEW YORK DOWNTOWN HOSPITAL,63,1,1,4652,1267603.9184055997,800776.2822503499,15
1839,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,103,1,1,20573,3166297.9796584,1324263.1412400804,11
1840,NEW YORK METHODIST HOSPITAL,109,1,1,17971,2540428.2316537,1340418.6080540493,11
1841,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,56,1,1,1858,1255796.3645534003,511430.97623399977,6
1842,NEW YORK-PRESBYTERIAN HOSPITAL,123,1,1,105810,5058990.741158799,1807619.7534280906,22
1843,NEWARK BETH ISRAEL MEDICAL CENTER,101,1,1,20183,6428752.353966599,1318255.82271554,5
1844,NEWARK-WAYNE COMMUNITY HOSPITAL,35,1,1,1096,508513.4659882999,214244.92566590002,1
1845,NEWBERRY COUNTY MEMORIAL HOSPITAL,36,1,1,1812,409326.4337907,160264.26021161003,1
1846,NEWMAN MEMORIAL HOSPITAL,9,1,1,340,50845.5623565,25233.286836999996,12
1847,NEWMAN REGIONAL HEALTH,43,1,1,3289,421014.79253773997,168831.92577111005,1
1848,NEWPORT HOSPITAL,53,1,1,3691,807131.5402796998,354177.69284974004,20
1849,NEWTON MEDICAL CENTER,70,2,2,8976,1426090.84986174,534439.98823477,17
1850,NEWTON MEMORIAL HOSPITAL,85,1,1,6160,5216598.4678666005,670561.8010371298,13
1851,NEWTON-WELLESLEY HOSPITAL,96,1,1,19004,2049061.1134209302,666216.05695387,2
1852,NIAGARA FALLS MEMORIAL MEDICAL CENTER,43,1,1,2959,496976.82995295996,292164.73096149,20
1853,NICHOLAS H NOYES MEMORIAL HOSPITAL,34,1,1,2343,242331.82004147998,137528.51019755995,1
1854,NIX HEALTH CARE SYSTEM,44,1,1,24456,1115392.3838008,260020.31178064,20
1855,NOBLE HOSPITAL,46,1,1,6455,516306.19478438,232755.58522432996,20
1856,NOCONA GENERAL HOSPITAL,16,1,1,479,93551.6028373,61593.6611093,12
1857,NORMAN REGIONAL HEALTH SYSTEM,105,1,1,9561,3722923.575504902,723257.26158395,2
1858,NORTH ADAMS REGIONAL HOSPITAL,33,1,1,5061,350505.0722635,151337.31089597,1
1859,NORTH ARKANSAS REGIONAL MEDICAL CENTER,52,1,1,4692,641879.7851839003,237592.87961643998,20
1860,NORTH AUSTIN MEDICAL CENTER,102,1,1,8240,4049549.9645695006,785177.83238692,13
1861,NORTH BALDWIN INFIRMARY,18,1,1,896,150749.63260250003,72873.8797517,12
1862,NORTH CAROLINA BAPTIST HOSPITAL,125,1,1,131838,2745838.2821853594,1418503.8790712995,9
1863,NORTH CAROLINA SPECIALTY HOSPITAL,6,1,1,1468,165186.579693,49930.4461205,12
1864,NORTH CENTRAL BRONX HOSPITAL,15,1,1,257,259779.65707299998,191866.317868,1
1865,NORTH CENTRAL SURGICAL CENTER LLP,10,1,1,1242,126817.70969290001,44290.5103093,12
1866,NORTH COLORADO MEDICAL CENTER,109,1,1,17905,3360320.679728858,874469.1119244099,11
1867,NORTH CYPRESS MEDICAL CENTER,84,1,1,8485,5333816.366787701,646425.7361086798,13
1868,NORTH FLORIDA REGIONAL MEDICAL CENTER,116,1,1,37391,6271834.5928088045,852147.0502626001,16
1869,NORTH FULTON REGIONAL HOSPITAL,70,1,1,3645,3791221.4686974613,446923.73149787,15
1870,NORTH GEORGIA MEDICAL CENTER,19,1,1,1504,112468.00887922,43332.7377336,12
1871,NORTH HAWAII COMMUNITY HOSPITAL,15,1,1,668,128603.68937709999,72094.91658672999,12
